SIBS,DEGREE,PADEG,MADEG,SEX,MAJOR1,DIPGED,FAMILY16,PARBORN,GRANBORN,POLVIEWS,INCOME
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,60000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,JOURNALISM,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,1
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,NURSING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,75000
3.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,FOREIGN LANGUAGE,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLGHTLY CONSERVATIVE,20000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,NURSING,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,LIBERAL,60000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,LIBERAL,25000
1.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
5.0,JUNIOR COLLEGE,GRADUATE,BACHELOR,MALE,GENERAL STUDIES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,20000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
5.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,OTHER,BOTH IN U.S,ALL IN U.S,MODERATE,1000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,HEALTH,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
3.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,1.0,SLGHTLY CONSERVATIVE,75000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
7.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,OTHER VOCATIONAL,High School diploma,M AND F RELATIVES,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,110000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,25000
6.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,CONSERVATIVE,50000
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,75000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER,FATHER ONLY,1.0,LIBERAL,30000
1.0,GRADUATE,GRADUATE,BACHELOR,MALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,60000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,INDUSTRY & TECHN,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
3.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,PHYSICAL EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,5000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,MATHMATICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
8.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,PHYSICS,High School diploma,FATHER,BOTH IN U.S,2.0,MODERATE,30000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,M AND F RELATIVES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,35000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,6000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,75000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,FEMALE,NURSING,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
2.0,BACHELOR,JUNIOR COLLEGE,JUNIOR COLLEGE,MALE,AGRICULTURE/HORTICULTURE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,1
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,75000
2.0,GRADUATE,BACHELOR,BACHELOR,MALE,Aviation/Aeronatics,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,110000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,90000
0.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
0.0,BACHELOR,GRADUATE,GRADUATE,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,90000
4.0,BACHELOR,HIGH SCHOOL,GRADUATE,FEMALE,BIOLOGY,High School diploma,MOTHER,FATHER ONLY,2.0,LIBERAL,50000
1.0,GRADUATE,BACHELOR,GRADUATE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,130000
3.0,JUNIOR COLLEGE,GRADUATE,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
7.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,MALE,OTHER VOCATIONAL,High School diploma,FATHER,MOTHER ONLY,ALL IN U.S,SLIGHTLY LIBERAL,35000
2.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,50000
3.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,35000
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLGHTLY CONSERVATIVE,35000
3.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,6000
2.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,OTHER,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
4.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,40000
0.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,MALE,GENERAL STUDIES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
5.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,25000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,35000
3.0,JUNIOR COLLEGE,GRADUATE,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,170000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & STPFATHER,FATHER ONLY,ALL IN U.S,MODERATE,35000
4.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,GENERAL SCIENCES,Other,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,30000
5.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,PHYSICAL EDUCATION,High School diploma,M AND F RELATIVES,FATHER ONLY,2.0,MODERATE,25000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,25000
2.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
3.0,GRADUATE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,22500
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
0.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,60000
5.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,GENERAL STUDIES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
0.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,30000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
3.0,GRADUATE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
1.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,40000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
2.0,BACHELOR,GRADUATE,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,40000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
3.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,GEOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SPECIAL EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,40000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
3.0,GRADUATE,HIGH SCHOOL,GRADUATE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
2.0,JUNIOR COLLEGE,BACHELOR,JUNIOR COLLEGE,FEMALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,MODERATE,22500
1.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,40000
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,3000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,40000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,Electronics,High School diploma,FATHER & STPMOTHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,90000
6.0,BACHELOR,BACHELOR,LT HIGH SCHOOL,MALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,90000
1.0,GRADUATE,HIGH SCHOOL,GRADUATE,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,LIBERAL,60000
4.0,JUNIOR COLLEGE,BACHELOR,BACHELOR,FEMALE,NURSING,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
3.0,GRADUATE,BACHELOR,GRADUATE,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,40000
5.0,GRADUATE,HIGH SCHOOL,LT HIGH SCHOOL,MALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
3.0,GRADUATE,BACHELOR,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,75000
1.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ART,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,130000
1.0,JUNIOR COLLEGE,GRADUATE,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,60000
2.0,GRADUATE,HIGH SCHOOL,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,LIBERAL,30000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,Child/Human/Family Development,High School diploma,MOTHER,NEITHER IN U.S,4.0,CONSERVATIVE,35000
3.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,130000
2.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
2.0,GRADUATE,GRADUATE,BACHELOR,MALE,JOURNALISM,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,8000
2.0,GRADUATE,GRADUATE,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER,NEITHER IN U.S,4.0,LIBERAL,90000
2.0,BACHELOR,BACHELOR,GRADUATE,MALE,FINANCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,50000
1.0,GRADUATE,HIGH SCHOOL,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,NEITHER IN U.S,4.0,MODERATE,40000
1.0,GRADUATE,GRADUATE,BACHELOR,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,LIBERAL,150000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,40000
1.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,MODERATE,12500
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
1.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,BIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,170000
1.0,GRADUATE,GRADUATE,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,150000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,75000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,LAW,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
1.0,GRADUATE,GRADUATE,GRADUATE,MALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,75000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,AGRICULTURE/HORTICULTURE,High School diploma,MOTHER & FATHER,BOTH IN U.S,3.0,MODERATE,50000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,Child/Human/Family Development,High School diploma,MOTHER,NEITHER IN U.S,4.0,MODERATE,60000
1.0,BACHELOR,GRADUATE,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,75000
5.0,JUNIOR COLLEGE,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,17500
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,COMM. DISORDERS,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,CONSERVATIVE,75000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,Child/Human/Family Development,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,35000
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,SLIGHTLY LIBERAL,170000
1.0,BACHELOR,GRADUATE,BACHELOR,MALE,MUSIC,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,12500
3.0,BACHELOR,HIGH SCHOOL,GRADUATE,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
4.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
1.0,GRADUATE,GRADUATE,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,LIBERAL,170000
4.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
1.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
0.0,BACHELOR,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,90000
1.0,GRADUATE,GRADUATE,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,110000
1.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,30000
6.0,GRADUATE,GRADUATE,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,CONSERVATIVE,75000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,4000
2.0,JUNIOR COLLEGE,GRADUATE,BACHELOR,MALE,Gerontology,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,LIBERAL,17500
0.0,GRADUATE,GRADUATE,BACHELOR,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,110000
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,35000
1.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,130000
3.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,130000
6.0,JUNIOR COLLEGE,GRADUATE,BACHELOR,FEMALE,NURSING,High School diploma,FATHER & STPMOTHER,NEITHER IN U.S,4.0,LIBERAL,25000
5.0,GRADUATE,HIGH SCHOOL,BACHELOR,MALE,MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,110000
6.0,GRADUATE,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,HEALTH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,CONSERVATIVE,90000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,30000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,75000
2.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
2.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,NURSING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
1.0,BACHELOR,GRADUATE,GRADUATE,MALE,HISTORY,GED,MOTHER & FATHER,FATHER ONLY,1.0,SLGHTLY CONSERVATIVE,170000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,PHYSICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,90000
1.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,75000
5.0,BACHELOR,JUNIOR COLLEGE,BACHELOR,MALE,LIBERAL ARTS,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,30000
2.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,50000
2.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,Statistics/Biostatistics,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
