OCC10,SIBS,AGE,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,MAJOR1,MAJOR2,DIPGED,SECTOR,BARATE,SEX,RACE,RES16,REG16,FAMILY16,MAWRKGRW,INCOM16,BORN,PARBORN,GRANBORN,POLVIEWS,INCOME
"Sales and related workers, all other",2.0,45.0,16.0,20.0,12.0,BACHELOR,GRADUATE,HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,SOUTH ATLANTIC,MOTHER & FATHER,NO,ABOVE AVERAGE,YES,MOTHER ONLY,2.0,LIBERAL,$75000 TO $89999
First-line supervisors of retail sales workers,1.0,32.0,14.0,18.0,18.0,JUNIOR COLLEGE,GRADUATE,GRADUATE,,,,,,MALE,WHITE,TOWN LT 50000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,$40000 TO 49999
Construction managers,2.0,28.0,16.0,14.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,WHITE,"COUNTRY,NONFARM",E. NOR. CENTRAL,MOTHER & FATHER,NO,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$60000 TO 74999
Cashiers,3.0,36.0,16.0,13.0,16.0,BACHELOR,HIGH SCHOOL,BACHELOR,,,,,,MALE,WHITE,CITY GT 250000,E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,$22500 TO 24999
Clergy,1.0,37.0,16.0,16.0,16.0,BACHELOR,GRADUATE,GRADUATE,,,,,,MALE,BLACK,CITY GT 250000,NEW ENGLAND,MOTHER & FATHER,NO,BELOW AVERAGE,YES,BOTH IN U.S,2.0,CONSERVATIVE,$60000 TO 74999
Clinical laboratory technologists and technicians,2.0,44.0,16.0,15.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,WHITE,BIG-CITY SUBURB,SOUTH ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$50000 TO 59999
Postsecondary teachers,3.0,43.0,20.0,19.0,14.0,GRADUATE,GRADUATE,JUNIOR COLLEGE,,,,,,FEMALE,WHITE,50000 TO 250000,SOUTH ATLANTIC,MOTHER & FATHER,,ABOVE AVERAGE,YES,FATHER ONLY,2.0,EXTREMELY LIBERAL,$60000 TO 74999
Speech-language  pathologists,3.0,27.0,18.0,12.0,12.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$30000 TO 34999
First-line supervisors of retail sales workers,13.0,35.0,16.0,12.0,14.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,"COUNTRY,NONFARM",MIDDLE ATLANTIC,MOTHER & STPFATHER,YES,FAR BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$8 000 TO 9 999
Aerospace engineers,1.0,33.0,16.0,12.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,WHITE,TOWN LT 50000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$50000 TO 59999
Accountants and auditors,1.0,35.0,16.0,12.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,"COUNTRY,NONFARM",MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$40000 TO 49999
Accountants and auditors,1.0,25.0,16.0,14.0,16.0,BACHELOR,JUNIOR COLLEGE,BACHELOR,,,,,,FEMALE,WHITE,TOWN LT 50000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$50000 TO 59999
Telemarketers,2.0,39.0,14.0,8.0,12.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,MIDDLE ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$12500 TO 14999
"Weighers, measurers, checkers, and samplers, recordkeeping",1.0,26.0,14.0,16.0,,JUNIOR COLLEGE,BACHELOR,,,,,,,FEMALE,WHITE,BIG-CITY SUBURB,MIDDLE ATLANTIC,FATHER,,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$25000 TO 29999
Registered nurses,4.0,40.0,16.0,12.0,,BACHELOR,HIGH SCHOOL,,,,,,,FEMALE,OTHER,BIG-CITY SUBURB,FOREIGN,FATHER,,,NO,NEITHER IN U.S,4.0,CONSERVATIVE,$50000 TO 59999
Artists and related workers,1.0,43.0,16.0,16.0,14.0,HIGH SCHOOL,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,FOREIGN,MOTHER & FATHER,YES,AVERAGE,NO,NEITHER IN U.S,4.0,LIBERAL,$1 000 TO 2 999
Health practitioner support technologists and technicians,3.0,23.0,14.0,12.0,12.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,OTHER,TOWN LT 50000,E. NOR. CENTRAL,OTHER,NO,AVERAGE,YES,MOTHER ONLY,2.0,SLIGHTLY LIBERAL,$12500 TO 14999
"Nursing, psychiatric, and home health aides",2.0,38.0,14.0,13.0,10.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,FATHER & STPMOTHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$10000 TO 12499
Bartenders,1.0,23.0,16.0,15.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$1 000 TO 2 999
Computer support specialists,1.0,29.0,16.0,13.0,16.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,,,,,,MALE,WHITE,"COUNTRY,NONFARM",E. NOR. CENTRAL,MOTHER & FATHER,NO,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$30000 TO 34999
Management analysts,2.0,34.0,16.0,,16.0,BACHELOR,,BACHELOR,,,,,,FEMALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$40000 TO 49999
Editors,3.0,42.0,16.0,18.0,18.0,BACHELOR,GRADUATE,GRADUATE,,,,,,FEMALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$1 000 TO 2 999
"Managers, all other",2.0,41.0,18.0,18.0,12.0,GRADUATE,GRADUATE,HIGH SCHOOL,,,,,,MALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$90000 TO $109999
"Software developers, applications and systems software",1.0,34.0,18.0,16.0,0.0,GRADUATE,BACHELOR,LT HIGH SCHOOL,,,,,,FEMALE,OTHER,CITY GT 250000,FOREIGN,MOTHER & FATHER,NO,AVERAGE,NO,NEITHER IN U.S,4.0,MODERATE,$90000 TO $109999
Financial managers,0.0,43.0,19.0,16.0,16.0,BACHELOR,BACHELOR,BACHELOR,,,,,,FEMALE,OTHER,CITY GT 250000,FOREIGN,MOTHER & FATHER,YES,ABOVE AVERAGE,NO,NEITHER IN U.S,4.0,CONSERVATIVE,$90000 TO $109999
Designers,2.0,28.0,16.0,12.0,16.0,BACHELOR,HIGH SCHOOL,BACHELOR,,,,,,MALE,WHITE,50000 TO 250000,E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$30000 TO 34999
Registered nurses,2.0,37.0,16.0,19.0,16.0,BACHELOR,GRADUATE,BACHELOR,,,,,,FEMALE,WHITE,CITY GT 250000,E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,FATHER ONLY,2.0,MODERATE,$40000 TO 49999
Occupational therapists,1.0,29.0,18.0,12.0,12.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,E. NOR. CENTRAL,MOTHER & FATHER,NO,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$75000 TO $89999
Social workers,4.0,33.0,16.0,12.0,,BACHELOR,HIGH SCHOOL,,,,,,,FEMALE,WHITE,"COUNTRY,NONFARM",E. NOR. CENTRAL,FATHER,,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$7 000 TO 7 999
Social workers,2.0,26.0,18.0,12.0,14.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,,,,,,FEMALE,WHITE,TOWN LT 50000,E. SOU. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$20000 TO 22499
Computer programmers,2.0,37.0,17.0,9.0,0.0,GRADUATE,,LT HIGH SCHOOL,,,,,,FEMALE,OTHER,CITY GT 250000,FOREIGN,MOTHER & FATHER,YES,FAR BELOW AVERAGE,NO,NEITHER IN U.S,4.0,MODERATE,$75000 TO $89999
Receptionists and information clerks,2.0,34.0,17.0,13.0,13.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,"COUNTRY,NONFARM",E. NOR. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$25000 TO 29999
Health practitioner support technologists and technicians,1.0,26.0,16.0,16.0,16.0,BACHELOR,BACHELOR,BACHELOR,,,,,,FEMALE,WHITE,TOWN LT 50000,E. SOU. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$20000 TO 22499
Computer programmers,1.0,26.0,16.0,15.0,16.0,HIGH SCHOOL,HIGH SCHOOL,BACHELOR,,,,,,MALE,WHITE,TOWN LT 50000,E. SOU. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$8 000 TO 9 999
Driver/sales workers and truck drivers,2.0,31.0,14.0,,,JUNIOR COLLEGE,,,,,,,,MALE,BLACK,"COUNTRY,NONFARM",E. SOU. CENTRAL,FEMALE RELATIVE,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$75000 TO $89999
Police and sheriff's patrol officers,1.0,40.0,16.0,18.0,14.0,BACHELOR,GRADUATE,HIGH SCHOOL,,,,,,MALE,WHITE,50000 TO 250000,E. SOU. CENTRAL,MOTHER & FATHER,YES,FAR ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$40000 TO 49999
Editors,3.0,44.0,16.0,12.0,18.0,BACHELOR,HIGH SCHOOL,GRADUATE,,,,,,FEMALE,WHITE,50000 TO 250000,SOUTH ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$50000 TO 59999
Medical assistants,2.0,35.0,18.0,12.0,10.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,OTHER,CITY GT 250000,SOUTH ATLANTIC,MOTHER & FATHER,YES,BELOW AVERAGE,YES,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,$40000 TO 49999
Producers and directors,1.0,39.0,17.0,16.0,16.0,GRADUATE,BACHELOR,BACHELOR,,,,,,FEMALE,WHITE,50000 TO 250000,SOUTH ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$60000 TO 74999
Food service managers,10.0,26.0,16.0,,12.0,HIGH SCHOOL,,HIGH SCHOOL,,,,,,FEMALE,BLACK,BIG-CITY SUBURB,SOUTH ATLANTIC,MOTHER,YES,AVERAGE,NO,NEITHER IN U.S,4.0,MODERATE,$15000 TO 17499
Marketing and sales managers,1.0,37.0,16.0,16.0,18.0,BACHELOR,BACHELOR,GRADUATE,,,,,,FEMALE,WHITE,BIG-CITY SUBURB,SOUTH ATLANTIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$20000 TO 22499
Postsecondary teachers,2.0,31.0,18.0,12.0,12.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,OTHER,CITY GT 250000,FOREIGN,MOTHER & FATHER,NO,BELOW AVERAGE,NO,NEITHER IN U.S,4.0,MODERATE,$17500 TO 19999
General and operations managers,2.0,38.0,20.0,,12.0,GRADUATE,,HIGH SCHOOL,,,,,,MALE,WHITE,CITY GT 250000,SOUTH ATLANTIC,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$50000 TO 59999
"Business operations specialists, all other",4.0,43.0,16.0,12.0,14.0,HIGH SCHOOL,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,BLACK,"COUNTRY,NONFARM",SOUTH ATLANTIC,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$50000 TO 59999
Web developers,1.0,30.0,19.0,16.0,16.0,GRADUATE,BACHELOR,BACHELOR,,,,,,FEMALE,WHITE,TOWN LT 50000,NEW ENGLAND,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,$40000 TO 49999
Postsecondary teachers,1.0,33.0,16.0,12.0,12.0,GRADUATE,GRADUATE,GRADUATE,,,,,,MALE,WHITE,CITY GT 250000,SOUTH ATLANTIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$8 000 TO 9 999
Other teachers and instructors,0.0,29.0,14.0,,18.0,JUNIOR COLLEGE,,GRADUATE,,,,,,FEMALE,WHITE,CITY GT 250000,SOUTH ATLANTIC,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$10000 TO 12499
Personal financial advisors,4.0,25.0,16.0,,18.0,BACHELOR,,BACHELOR,,,,,,MALE,WHITE,BIG-CITY SUBURB,E. SOU. CENTRAL,MOTHER,YES,FAR ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$30000 TO 34999
Dentists,5.0,36.0,20.0,18.0,14.0,GRADUATE,GRADUATE,JUNIOR COLLEGE,,,,,,MALE,WHITE,TOWN LT 50000,SOUTH ATLANTIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,$150000 OR OVER
Credit counselors and loan officers,6.0,39.0,16.0,,20.0,BACHELOR,,BACHELOR,,,,,,MALE,WHITE,50000 TO 250000,SOUTH ATLANTIC,MOTHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$90000 TO $109999
Fundraisers,3.0,33.0,18.0,,16.0,GRADUATE,,BACHELOR,,,,,,MALE,WHITE,TOWN LT 50000,W. NOR. CENTRAL,MOTHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$50000 TO 59999
Human resources workers,3.0,33.0,18.0,16.0,18.0,GRADUATE,BACHELOR,GRADUATE,,,,,,FEMALE,WHITE,BIG-CITY SUBURB,SOUTH ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$40000 TO 49999
Chief executives,3.0,32.0,16.0,16.0,16.0,BACHELOR,BACHELOR,BACHELOR,,,,,,MALE,WHITE,CITY GT 250000,W. SOU. CENTRAL,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,$50000 TO 59999
Secretaries and administrative assistants,4.0,41.0,14.0,,12.0,JUNIOR COLLEGE,,HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,W. SOU. CENTRAL,MOTHER & STPFATHER,YES,FAR BELOW AVERAGE,YES,NEITHER IN U.S,4.0,MODERATE,$25000 TO 29999
Firefighters,5.0,42.0,16.0,16.0,16.0,BACHELOR,BACHELOR,BACHELOR,,,,,,MALE,WHITE,CITY GT 250000,W. NOR. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$40000 TO 49999
Bus drivers,2.0,33.0,16.0,16.0,12.0,BACHELOR,BACHELOR,HIGH SCHOOL,,,,,,MALE,OTHER,50000 TO 250000,W. SOU. CENTRAL,MOTHER & FATHER,NO,AVERAGE,YES,NEITHER IN U.S,4.0,MODERATE,$15000 TO 17499
Lawyers,2.0,42.0,18.0,5.0,5.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,,,,,,MALE,OTHER,50000 TO 250000,FOREIGN,MOTHER & FATHER,YES,AVERAGE,NO,NEITHER IN U.S,4.0,MODERATE,$90000 TO $109999
Elementary and middle school teachers,4.0,37.0,18.0,14.0,1.0,GRADUATE,HIGH SCHOOL,LT HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,W. SOU. CENTRAL,MOTHER & FATHER,NO,BELOW AVERAGE,YES,FATHER ONLY,4.0,SLIGHTLY LIBERAL,$15000 TO 17499
Elementary and middle school teachers,1.0,28.0,16.0,5.0,7.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,,,,,,MALE,OTHER,50000 TO 250000,W. SOU. CENTRAL,MOTHER & FATHER,NO,AVERAGE,YES,NEITHER IN U.S,4.0,LIBERAL,$35000 TO 39999
Receptionists and information clerks,6.0,21.0,14.0,7.0,,JUNIOR COLLEGE,LT HIGH SCHOOL,,,,,,,FEMALE,OTHER,50000 TO 250000,W. SOU. CENTRAL,FATHER,,BELOW AVERAGE,YES,NEITHER IN U.S,4.0,MODERATE,$5 000 TO 5 999
Veterinarians,1.0,43.0,20.0,,18.0,GRADUATE,,GRADUATE,,,,,,FEMALE,WHITE,BIG-CITY SUBURB,MIDDLE ATLANTIC,MOTHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$60000 TO 74999
Food service managers,1.0,23.0,16.0,16.0,17.0,BACHELOR,BACHELOR,GRADUATE,,,,,,FEMALE,WHITE,BIG-CITY SUBURB,SOUTH ATLANTIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$7 000 TO 7 999
Accountants and auditors,3.0,41.0,18.0,12.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,PACIFIC,MOTHER & FATHER,NO,AVERAGE,YES,BOTH IN U.S,2.0,CONSERVATIVE,$30000 TO 34999
Civil engineers,2.0,32.0,14.0,16.0,14.0,JUNIOR COLLEGE,BACHELOR,JUNIOR COLLEGE,,,,,,MALE,WHITE,"COUNTRY,NONFARM",MOUNTAIN,MOTHER & STPFATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$60000 TO 74999
"Therapists, all other",1.0,26.0,16.0,12.0,13.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,MOUNTAIN,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$8 000 TO 9 999
Computer support specialists,0.0,39.0,18.0,14.0,18.0,BACHELOR,HIGH SCHOOL,BACHELOR,,,,,,MALE,WHITE,CITY GT 250000,MOUNTAIN,MOTHER & STPFATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,1.0,LIBERAL,$75000 TO $89999
"Laborers and freight, stock, and material movers, hand",1.0,29.0,14.0,12.0,12.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,WHITE,TOWN LT 50000,MOUNTAIN,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$20000 TO 22499
Environmental engineers,2.0,30.0,18.0,16.0,20.0,GRADUATE,BACHELOR,BACHELOR,,,,,,MALE,WHITE,50000 TO 250000,MOUNTAIN,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$60000 TO 74999
Security guards and gaming surveillance officers,2.0,27.0,14.0,13.0,20.0,JUNIOR COLLEGE,HIGH SCHOOL,GRADUATE,,,,,,MALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & STPFATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,1.0,CONSERVATIVE,$30000 TO 34999
Chiropractors,7.0,37.0,20.0,,13.0,GRADUATE,,HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & STPFATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$150000 OR OVER
Civil engineers,1.0,23.0,16.0,13.0,14.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,,,,,,MALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$35000 TO 39999
"Hairdressers, hairstylists, and cosmetologists",8.0,31.0,14.0,,10.0,JUNIOR COLLEGE,,HIGH SCHOOL,,,,,,FEMALE,BLACK,TOWN LT 50000,PACIFIC,MOTHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$17500 TO 19999
Food preparation workers,3.0,25.0,17.0,12.0,17.0,BACHELOR,HIGH SCHOOL,BACHELOR,,,,,,FEMALE,WHITE,BIG-CITY SUBURB,E. NOR. CENTRAL,MOTHER & STPFATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,$7 000 TO 7 999
First-line supervisors of food preparation and serving workers,0.0,24.0,17.0,,12.0,BACHELOR,,HIGH SCHOOL,,,,,,FEMALE,WHITE,TOWN LT 50000,SOUTH ATLANTIC,MOTHER,YES,ABOVE AVERAGE,YES,MOTHER ONLY,,LIBERAL,$1 000 TO 2 999
"Other installation, maintenance, and repair workers",2.0,45.0,16.0,16.0,14.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,,,,,,FEMALE,WHITE,"COUNTRY,NONFARM",PACIFIC,MOTHER & FATHER,YES,FAR BELOW AVERAGE,YES,BOTH IN U.S,,LIBERAL,$35000 TO 39999
Other teachers and instructors,1.0,34.0,16.0,20.0,16.0,BACHELOR,GRADUATE,BACHELOR,,,,,,MALE,WHITE,TOWN LT 50000,MOUNTAIN,MOTHER & FATHER,NO,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$20000 TO 22499
Electrical and electronics engineers,1.0,40.0,16.0,9.0,12.0,BACHELOR,,HIGH SCHOOL,,,,,,MALE,WHITE,"COUNTRY,NONFARM",MOUNTAIN,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$90000 TO $109999
"Sales representatives,  wholesale and manufacturing",1.0,44.0,16.0,12.0,13.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,WHITE,TOWN LT 50000,MOUNTAIN,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$60000 TO 74999
First-line supervisors of food preparation and serving workers,11.0,42.0,16.0,8.0,12.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,W. NOR. CENTRAL,MOTHER & FATHER,NO,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,LIBERAL,$15000 TO 17499
Detectives and criminal investigators,1.0,30.0,18.0,18.0,14.0,BACHELOR,GRADUATE,JUNIOR COLLEGE,,,,,,MALE,WHITE,TOWN LT 50000,MOUNTAIN,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$60000 TO 74999
Accountants and auditors,1.0,28.0,16.0,,,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,E. SOU. CENTRAL,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,,LIBERAL,$1 000 TO 2 999
Childcare workers,1.0,22.0,14.0,,14.0,JUNIOR COLLEGE,,JUNIOR COLLEGE,,,,,,FEMALE,WHITE,TOWN LT 50000,PACIFIC,MOTHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,$17500 TO 19999
First-line supervisors of office and administrative support workers,3.0,45.0,18.0,17.0,16.0,BACHELOR,BACHELOR,BACHELOR,,,,,,FEMALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & FATHER,NO,ABOVE AVERAGE,YES,BOTH IN U.S,3.0,CONSERVATIVE,$110000 TO $129999
Food service managers,2.0,23.0,15.0,13.0,14.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,50000 TO 250000,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,MODERATE,$12500 TO 14999
Computer support specialists,4.0,40.0,17.0,12.0,12.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,,,,,,MALE,WHITE,BIG-CITY SUBURB,W. NOR. CENTRAL,MOTHER & FATHER,YES,BELOW AVERAGE,YES,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,$60000 TO 74999
Elementary and middle school teachers,2.0,42.0,16.0,16.0,16.0,BACHELOR,BACHELOR,BACHELOR,,,,,,MALE,OTHER,TOWN LT 50000,PACIFIC,MOTHER & FATHER,YES,ABOVE AVERAGE,YES,BOTH IN U.S,1.0,EXTREMELY LIBERAL,$40000 TO 49999
Postsecondary teachers,1.0,29.0,20.0,16.0,16.0,GRADUATE,BACHELOR,BACHELOR,,,,,,MALE,WHITE,BIG-CITY SUBURB,PACIFIC,MOTHER & FATHER,YES,FAR ABOVE AVERAGE,YES,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,$50000 TO 59999
Elementary and middle school teachers,1.0,31.0,16.0,11.0,13.0,HIGH SCHOOL,HIGH SCHOOL,HIGH SCHOOL,,,,,,FEMALE,WHITE,BIG-CITY SUBURB,PACIFIC,MOTHER & FATHER,YES,AVERAGE,YES,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,$1 000 TO 2 999
